Data;Unidade;Demanda_Prevista;Modelo
16/10/2025;CIDADE OPERARIA;170;RandomForest
17/10/2025;CIDADE OPERARIA;170;RandomForest
20/10/2025;CIDADE OPERARIA;203;RandomForest
21/10/2025;CIDADE OPERARIA;178;RandomForest
22/10/2025;CIDADE OPERARIA;172;RandomForest
23/10/2025;CIDADE OPERARIA;166;RandomForest
24/10/2025;CIDADE OPERARIA;162;RandomForest
27/10/2025;CIDADE OPERARIA;200;RandomForest
28/10/2025;CIDADE OPERARIA;176;RandomForest
29/10/2025;CIDADE OPERARIA;162;RandomForest
30/10/2025;CIDADE OPERARIA;161;RandomForest
31/10/2025;CIDADE OPERARIA;160;RandomForest
03/11/2025;CIDADE OPERARIA;186;RandomForest
04/11/2025;CIDADE OPERARIA;172;RandomForest
05/11/2025;CIDADE OPERARIA;166;RandomForest
06/11/2025;CIDADE OPERARIA;164;RandomForest
07/11/2025;CIDADE OPERARIA;165;RandomForest
10/11/2025;CIDADE OPERARIA;192;RandomForest
11/11/2025;CIDADE OPERARIA;176;RandomForest
12/11/2025;CIDADE OPERARIA;170;RandomForest
01/10/2025;CODO;147;GradientBoosting
02/10/2025;CODO;138;GradientBoosting
03/10/2025;CODO;123;GradientBoosting
06/10/2025;CODO;160;GradientBoosting
07/10/2025;CODO;144;GradientBoosting
08/10/2025;CODO;131;GradientBoosting
09/10/2025;CODO;123;GradientBoosting
10/10/2025;CODO;110;GradientBoosting
13/10/2025;CODO;143;GradientBoosting
14/10/2025;CODO;122;GradientBoosting
15/10/2025;CODO;115;GradientBoosting
16/10/2025;CODO;112;GradientBoosting
17/10/2025;CODO;102;GradientBoosting
20/10/2025;CODO;146;GradientBoosting
21/10/2025;CODO;133;GradientBoosting
22/10/2025;CODO;120;GradientBoosting
23/10/2025;CODO;112;GradientBoosting
24/10/2025;CODO;104;GradientBoosting
27/10/2025;CODO;139;GradientBoosting
28/10/2025;CODO;122;GradientBoosting
29/10/2025;CODO;124;GradientBoosting
30/10/2025;CODO;119;GradientBoosting
31/10/2025;CODO;90;GradientBoosting
03/11/2025;CODO;127;GradientBoosting
04/11/2025;CODO;112;GradientBoosting
05/11/2025;CODO;109;GradientBoosting
06/11/2025;CODO;106;GradientBoosting
07/11/2025;CODO;98;GradientBoosting
10/11/2025;CODO;126;GradientBoosting
11/11/2025;CODO;107;GradientBoosting
12/11/2025;CODO;103;GradientBoosting
01/10/2025;COELHO NETO;40;ExtraTrees
02/10/2025;COELHO NETO;37;ExtraTrees
03/10/2025;COELHO NETO;36;ExtraTrees
06/10/2025;COELHO NETO;49;ExtraTrees
07/10/2025;COELHO NETO;36;ExtraTrees
08/10/2025;COELHO NETO;36;ExtraTrees
09/10/2025;COELHO NETO;30;ExtraTrees
10/10/2025;COELHO NETO;29;ExtraTrees
13/10/2025;COELHO NETO;39;ExtraTrees
14/10/2025;COELHO NETO;34;ExtraTrees
15/10/2025;COELHO NETO;33;ExtraTrees
16/10/2025;COELHO NETO;28;ExtraTrees
17/10/2025;COELHO NETO;25;ExtraTrees
20/10/2025;COELHO NETO;39;ExtraTrees
21/10/2025;COELHO NETO;33;ExtraTrees
22/10/2025;COELHO NETO;32;ExtraTrees
23/10/2025;COELHO NETO;26;ExtraTrees
24/10/2025;COELHO NETO;24;ExtraTrees
27/10/2025;COELHO NETO;38;ExtraTrees
28/10/2025;COELHO NETO;33;ExtraTrees
29/10/2025;COELHO NETO;30;ExtraTrees
30/10/2025;COELHO NETO;26;ExtraTrees
31/10/2025;COELHO NETO;24;ExtraTrees
03/11/2025;COELHO NETO;57;ExtraTrees
04/11/2025;COELHO NETO;34;ExtraTrees
05/11/2025;COELHO NETO;36;ExtraTrees
06/11/2025;COELHO NETO;33;ExtraTrees
07/11/2025;COELHO NETO;32;ExtraTrees
10/11/2025;COELHO NETO;41;ExtraTrees
11/11/2025;COELHO NETO;34;ExtraTrees
12/11/2025;COELHO NETO;34;ExtraTrees
01/10/2025;COHAFUMA;258;ExtraTrees
02/10/2025;COHAFUMA;255;ExtraTrees
03/10/2025;COHAFUMA;246;ExtraTrees
06/10/2025;COHAFUMA;259;ExtraTrees
07/10/2025;COHAFUMA;250;ExtraTrees
08/10/2025;COHAFUMA;242;ExtraTrees
09/10/2025;COHAFUMA;226;ExtraTrees
10/10/2025;COHAFUMA;207;ExtraTrees
13/10/2025;COHAFUMA;244;ExtraTrees
14/10/2025;COHAFUMA;237;ExtraTrees
15/10/2025;COHAFUMA;227;ExtraTrees
16/10/2025;COHAFUMA;229;ExtraTrees
17/10/2025;COHAFUMA;223;ExtraTrees
20/10/2025;COHAFUMA;262;ExtraTrees
21/10/2025;COHAFUMA;248;ExtraTrees
22/10/2025;COHAFUMA;240;ExtraTrees
23/10/2025;COHAFUMA;241;ExtraTrees
24/10/2025;COHAFUMA;225;ExtraTrees
27/10/2025;COHAFUMA;253;ExtraTrees
28/10/2025;COHAFUMA;249;ExtraTrees
29/10/2025;COHAFUMA;234;ExtraTrees
30/10/2025;COHAFUMA;227;ExtraTrees
31/10/2025;COHAFUMA;206;ExtraTrees
03/11/2025;COHAFUMA;252;ExtraTrees
04/11/2025;COHAFUMA;233;ExtraTrees
05/11/2025;COHAFUMA;226;ExtraTrees
06/11/2025;COHAFUMA;233;ExtraTrees
07/11/2025;COHAFUMA;231;ExtraTrees
10/11/2025;COHAFUMA;254;ExtraTrees
11/11/2025;COHAFUMA;244;ExtraTrees
12/11/2025;COHAFUMA;240;ExtraTrees
01/10/2025;COLINAS;50;GradientBoosting
02/10/2025;COLINAS;61;GradientBoosting
03/10/2025;COLINAS;62;GradientBoosting
06/10/2025;COLINAS;71;GradientBoosting
07/10/2025;COLINAS;48;GradientBoosting
08/10/2025;COLINAS;49;GradientBoosting
09/10/2025;COLINAS;51;GradientBoosting
10/10/2025;COLINAS;52;GradientBoosting
13/10/2025;COLINAS;53;GradientBoosting
14/10/2025;COLINAS;45;GradientBoosting
15/10/2025;COLINAS;50;GradientBoosting
16/10/2025;COLINAS;49;GradientBoosting
17/10/2025;COLINAS;44;GradientBoosting
20/10/2025;COLINAS;57;GradientBoosting
21/10/2025;COLINAS;45;GradientBoosting
22/10/2025;COLINAS;41;GradientBoosting
23/10/2025;COLINAS;34;GradientBoosting
24/10/2025;COLINAS;33;GradientBoosting
27/10/2025;COLINAS;55;GradientBoosting
28/10/2025;COLINAS;45;GradientBoosting
29/10/2025;COLINAS;40;GradientBoosting
30/10/2025;COLINAS;39;GradientBoosting
31/10/2025;COLINAS;36;GradientBoosting
03/11/2025;COLINAS;54;GradientBoosting
04/11/2025;COLINAS;42;GradientBoosting
05/11/2025;COLINAS;42;GradientBoosting
06/11/2025;COLINAS;40;GradientBoosting
07/11/2025;COLINAS;33;GradientBoosting
10/11/2025;COLINAS;49;GradientBoosting
11/11/2025;COLINAS;35;GradientBoosting
12/11/2025;COLINAS;34;GradientBoosting
01/10/2025;COROATA;89;GradientBoosting
02/10/2025;COROATA;90;GradientBoosting
03/10/2025;COROATA;68;GradientBoosting
06/10/2025;COROATA;102;GradientBoosting
07/10/2025;COROATA;92;GradientBoosting
08/10/2025;COROATA;82;GradientBoosting
09/10/2025;COROATA;76;GradientBoosting
10/10/2025;COROATA;70;GradientBoosting
13/10/2025;COROATA;93;GradientBoosting
14/10/2025;COROATA;88;GradientBoosting
15/10/2025;COROATA;80;GradientBoosting
16/10/2025;COROATA;72;GradientBoosting
17/10/2025;COROATA;63;GradientBoosting
20/10/2025;COROATA;99;GradientBoosting
21/10/2025;COROATA;89;GradientBoosting
22/10/2025;COROATA;77;GradientBoosting
23/10/2025;COROATA;74;GradientBoosting
24/10/2025;COROATA;64;GradientBoosting
27/10/2025;COROATA;101;GradientBoosting
28/10/2025;COROATA;91;GradientBoosting
29/10/2025;COROATA;87;GradientBoosting
30/10/2025;COROATA;86;GradientBoosting
31/10/2025;COROATA;83;GradientBoosting
03/11/2025;COROATA;105;GradientBoosting
04/11/2025;COROATA;95;GradientBoosting
05/11/2025;COROATA;79;GradientBoosting
06/11/2025;COROATA;73;GradientBoosting
07/11/2025;COROATA;63;GradientBoosting
10/11/2025;COROATA;92;GradientBoosting
11/11/2025;COROATA;85;GradientBoosting
12/11/2025;COROATA;75;GradientBoosting
01/10/2025;CURURUPU;49;GradientBoosting
02/10/2025;CURURUPU;48;GradientBoosting
03/10/2025;CURURUPU;47;GradientBoosting
06/10/2025;CURURUPU;55;GradientBoosting
07/10/2025;CURURUPU;49;GradientBoosting
08/10/2025;CURURUPU;43;GradientBoosting
09/10/2025;CURURUPU;38;GradientBoosting
10/10/2025;CURURUPU;40;GradientBoosting
13/10/2025;CURURUPU;48;GradientBoosting
14/10/2025;CURURUPU;36;GradientBoosting
15/10/2025;CURURUPU;42;GradientBoosting
16/10/2025;CURURUPU;39;GradientBoosting
17/10/2025;CURURUPU;38;GradientBoosting
20/10/2025;CURURUPU;51;GradientBoosting
21/10/2025;CURURUPU;44;GradientBoosting
22/10/2025;CURURUPU;42;GradientBoosting
23/10/2025;CURURUPU;40;GradientBoosting
24/10/2025;CURURUPU;40;GradientBoosting
27/10/2025;CURURUPU;59;GradientBoosting
28/10/2025;CURURUPU;49;GradientBoosting
29/10/2025;CURURUPU;50;GradientBoosting
30/10/2025;CURURUPU;50;GradientBoosting
31/10/2025;CURURUPU;55;GradientBoosting
03/11/2025;CURURUPU;54;GradientBoosting
04/11/2025;CURURUPU;46;GradientBoosting
05/11/2025;CURURUPU;42;GradientBoosting
06/11/2025;CURURUPU;39;GradientBoosting
07/11/2025;CURURUPU;41;GradientBoosting
10/11/2025;CURURUPU;49;GradientBoosting
11/11/2025;CURURUPU;43;GradientBoosting
12/11/2025;CURURUPU;41;GradientBoosting
01/10/2025;DOM PEDRO;4;LightGBM
02/10/2025;DOM PEDRO;4;LightGBM
03/10/2025;DOM PEDRO;3;LightGBM
06/10/2025;DOM PEDRO;3;LightGBM
07/10/2025;DOM PEDRO;3;LightGBM
08/10/2025;DOM PEDRO;3;LightGBM
09/10/2025;DOM PEDRO;3;LightGBM
10/10/2025;DOM PEDRO;3;LightGBM
13/10/2025;DOM PEDRO;3;LightGBM
14/10/2025;DOM PEDRO;3;LightGBM
15/10/2025;DOM PEDRO;3;LightGBM
16/10/2025;DOM PEDRO;3;LightGBM
17/10/2025;DOM PEDRO;3;LightGBM
20/10/2025;DOM PEDRO;3;LightGBM
21/10/2025;DOM PEDRO;3;LightGBM
22/10/2025;DOM PEDRO;3;LightGBM
23/10/2025;DOM PEDRO;3;LightGBM
24/10/2025;DOM PEDRO;3;LightGBM
27/10/2025;DOM PEDRO;3;LightGBM
28/10/2025;DOM PEDRO;3;LightGBM
29/10/2025;DOM PEDRO;3;LightGBM
30/10/2025;DOM PEDRO;3;LightGBM
31/10/2025;DOM PEDRO;3;LightGBM
03/11/2025;DOM PEDRO;3;LightGBM
04/11/2025;DOM PEDRO;3;LightGBM
05/11/2025;DOM PEDRO;3;LightGBM
06/11/2025;DOM PEDRO;3;LightGBM
07/11/2025;DOM PEDRO;3;LightGBM
10/11/2025;DOM PEDRO;3;LightGBM
11/11/2025;DOM PEDRO;3;LightGBM
12/11/2025;DOM PEDRO;3;LightGBM
01/10/2025;ESTREITO;61;GradientBoosting
02/10/2025;ESTREITO;57;GradientBoosting
03/10/2025;ESTREITO;56;GradientBoosting
06/10/2025;ESTREITO;67;GradientBoosting
07/10/2025;ESTREITO;59;GradientBoosting
08/10/2025;ESTREITO;52;GradientBoosting
09/10/2025;ESTREITO;52;GradientBoosting
10/10/2025;ESTREITO;44;GradientBoosting
13/10/2025;ESTREITO;51;GradientBoosting
14/10/2025;ESTREITO;50;GradientBoosting
15/10/2025;ESTREITO;51;GradientBoosting
16/10/2025;ESTREITO;47;GradientBoosting
17/10/2025;ESTREITO;42;GradientBoosting
20/10/2025;ESTREITO;51;GradientBoosting
21/10/2025;ESTREITO;50;GradientBoosting
22/10/2025;ESTREITO;48;GradientBoosting
23/10/2025;ESTREITO;48;GradientBoosting
24/10/2025;ESTREITO;45;GradientBoosting
27/10/2025;ESTREITO;53;GradientBoosting
28/10/2025;ESTREITO;50;GradientBoosting
29/10/2025;ESTREITO;49;GradientBoosting
30/10/2025;ESTREITO;50;GradientBoosting
31/10/2025;ESTREITO;44;GradientBoosting
03/11/2025;ESTREITO;61;GradientBoosting
04/11/2025;ESTREITO;54;GradientBoosting
05/11/2025;ESTREITO;53;GradientBoosting
06/11/2025;ESTREITO;52;GradientBoosting
07/11/2025;ESTREITO;50;GradientBoosting
10/11/2025;ESTREITO;54;GradientBoosting
11/11/2025;ESTREITO;49;GradientBoosting
12/11/2025;ESTREITO;47;GradientBoosting
01/10/2025;GOVERNADOR NUNES FREIRE;39;RandomForest
02/10/2025;GOVERNADOR NUNES FREIRE;38;RandomForest
03/10/2025;GOVERNADOR NUNES FREIRE;38;RandomForest
06/10/2025;GOVERNADOR NUNES FREIRE;37;RandomForest
07/10/2025;GOVERNADOR NUNES FREIRE;32;RandomForest
08/10/2025;GOVERNADOR NUNES FREIRE;35;RandomForest
09/10/2025;GOVERNADOR NUNES FREIRE;33;RandomForest
10/10/2025;GOVERNADOR NUNES FREIRE;33;RandomForest
13/10/2025;GOVERNADOR NUNES FREIRE;45;RandomForest
14/10/2025;GOVERNADOR NUNES FREIRE;35;RandomForest
15/10/2025;GOVERNADOR NUNES FREIRE;35;RandomForest
16/10/2025;GOVERNADOR NUNES FREIRE;33;RandomForest
17/10/2025;GOVERNADOR NUNES FREIRE;33;RandomForest
20/10/2025;GOVERNADOR NUNES FREIRE;43;RandomForest
21/10/2025;GOVERNADOR NUNES FREIRE;36;RandomForest
22/10/2025;GOVERNADOR NUNES FREIRE;37;RandomForest
23/10/2025;GOVERNADOR NUNES FREIRE;33;RandomForest
24/10/2025;GOVERNADOR NUNES FREIRE;33;RandomForest
27/10/2025;GOVERNADOR NUNES FREIRE;44;RandomForest
28/10/2025;GOVERNADOR NUNES FREIRE;37;RandomForest
29/10/2025;GOVERNADOR NUNES FREIRE;36;RandomForest
30/10/2025;GOVERNADOR NUNES FREIRE;34;RandomForest
31/10/2025;GOVERNADOR NUNES FREIRE;33;RandomForest
03/11/2025;GOVERNADOR NUNES FREIRE;42;RandomForest
04/11/2025;GOVERNADOR NUNES FREIRE;33;RandomForest
05/11/2025;GOVERNADOR NUNES FREIRE;33;RandomForest
06/11/2025;GOVERNADOR NUNES FREIRE;32;RandomForest
07/11/2025;GOVERNADOR NUNES FREIRE;31;RandomForest
10/11/2025;GOVERNADOR NUNES FREIRE;43;RandomForest
11/11/2025;GOVERNADOR NUNES FREIRE;34;RandomForest
12/11/2025;GOVERNADOR NUNES FREIRE;35;RandomForest
01/10/2025;GRAJAU;4;LightGBM
02/10/2025;GRAJAU;4;LightGBM
03/10/2025;GRAJAU;4;LightGBM
06/10/2025;GRAJAU;4;LightGBM
07/10/2025;GRAJAU;4;LightGBM
08/10/2025;GRAJAU;4;LightGBM
09/10/2025;GRAJAU;4;LightGBM
10/10/2025;GRAJAU;4;LightGBM
13/10/2025;GRAJAU;4;LightGBM
14/10/2025;GRAJAU;4;LightGBM
15/10/2025;GRAJAU;4;LightGBM
16/10/2025;GRAJAU;4;LightGBM
17/10/2025;GRAJAU;4;LightGBM
20/10/2025;GRAJAU;4;LightGBM
21/10/2025;GRAJAU;4;LightGBM
22/10/2025;GRAJAU;4;LightGBM
23/10/2025;GRAJAU;4;LightGBM
24/10/2025;GRAJAU;4;LightGBM
27/10/2025;GRAJAU;4;LightGBM
28/10/2025;GRAJAU;4;LightGBM
29/10/2025;GRAJAU;4;LightGBM
30/10/2025;GRAJAU;4;LightGBM
31/10/2025;GRAJAU;4;LightGBM
03/11/2025;GRAJAU;4;LightGBM
04/11/2025;GRAJAU;4;LightGBM
05/11/2025;GRAJAU;4;LightGBM
06/11/2025;GRAJAU;4;LightGBM
07/11/2025;GRAJAU;4;LightGBM
10/11/2025;GRAJAU;4;LightGBM
11/11/2025;GRAJAU;4;LightGBM
12/11/2025;GRAJAU;4;LightGBM
01/10/2025;IMPERATRIZ;6;LightGBM
02/10/2025;IMPERATRIZ;6;LightGBM
03/10/2025;IMPERATRIZ;6;LightGBM
06/10/2025;IMPERATRIZ;5;LightGBM
07/10/2025;IMPERATRIZ;6;LightGBM
08/10/2025;IMPERATRIZ;6;LightGBM
09/10/2025;IMPERATRIZ;6;LightGBM
10/10/2025;IMPERATRIZ;6;LightGBM
13/10/2025;IMPERATRIZ;5;LightGBM
14/10/2025;IMPERATRIZ;6;LightGBM
15/10/2025;IMPERATRIZ;6;LightGBM
16/10/2025;IMPERATRIZ;6;LightGBM
17/10/2025;IMPERATRIZ;6;LightGBM
20/10/2025;IMPERATRIZ;5;LightGBM
21/10/2025;IMPERATRIZ;6;LightGBM
22/10/2025;IMPERATRIZ;6;LightGBM
23/10/2025;IMPERATRIZ;6;LightGBM
24/10/2025;IMPERATRIZ;6;LightGBM
27/10/2025;IMPERATRIZ;6;LightGBM
28/10/2025;IMPERATRIZ;6;LightGBM
29/10/2025;IMPERATRIZ;6;LightGBM
30/10/2025;IMPERATRIZ;6;LightGBM
31/10/2025;IMPERATRIZ;6;LightGBM
03/11/2025;IMPERATRIZ;6;LightGBM
04/11/2025;IMPERATRIZ;6;LightGBM
05/11/2025;IMPERATRIZ;6;LightGBM
06/11/2025;IMPERATRIZ;6;LightGBM
07/11/2025;IMPERATRIZ;6;LightGBM
10/11/2025;IMPERATRIZ;6;LightGBM
11/11/2025;IMPERATRIZ;6;LightGBM
12/11/2025;IMPERATRIZ;6;LightGBM
01/10/2025;ITAPECURU-MIRIM;72;ExtraTrees
02/10/2025;ITAPECURU-MIRIM;72;ExtraTrees
03/10/2025;ITAPECURU-MIRIM;68;ExtraTrees
06/10/2025;ITAPECURU-MIRIM;81;ExtraTrees
07/10/2025;ITAPECURU-MIRIM;84;ExtraTrees
08/10/2025;ITAPECURU-MIRIM;67;ExtraTrees
09/10/2025;ITAPECURU-MIRIM;66;ExtraTrees
10/10/2025;ITAPECURU-MIRIM;66;ExtraTrees
13/10/2025;ITAPECURU-MIRIM;77;ExtraTrees
14/10/2025;ITAPECURU-MIRIM;84;ExtraTrees
15/10/2025;ITAPECURU-MIRIM;70;ExtraTrees
16/10/2025;ITAPECURU-MIRIM;66;ExtraTrees
17/10/2025;ITAPECURU-MIRIM;66;ExtraTrees
20/10/2025;ITAPECURU-MIRIM;80;ExtraTrees
21/10/2025;ITAPECURU-MIRIM;84;ExtraTrees
22/10/2025;ITAPECURU-MIRIM;74;ExtraTrees
23/10/2025;ITAPECURU-MIRIM;68;ExtraTrees
24/10/2025;ITAPECURU-MIRIM;68;ExtraTrees
27/10/2025;ITAPECURU-MIRIM;82;ExtraTrees
28/10/2025;ITAPECURU-MIRIM;86;ExtraTrees
29/10/2025;ITAPECURU-MIRIM;74;ExtraTrees
30/10/2025;ITAPECURU-MIRIM;76;ExtraTrees
31/10/2025;ITAPECURU-MIRIM;78;ExtraTrees
03/11/2025;ITAPECURU-MIRIM;91;ExtraTrees
04/11/2025;ITAPECURU-MIRIM;86;ExtraTrees
05/11/2025;ITAPECURU-MIRIM;73;ExtraTrees
06/11/2025;ITAPECURU-MIRIM;72;ExtraTrees
07/11/2025;ITAPECURU-MIRIM;72;ExtraTrees
10/11/2025;ITAPECURU-MIRIM;93;ExtraTrees
11/11/2025;ITAPECURU-MIRIM;82;ExtraTrees
12/11/2025;ITAPECURU-MIRIM;73;ExtraTrees
01/10/2025;ITINGA DO MARANHAO;16;ExtraTrees
02/10/2025;ITINGA DO MARANHAO;15;ExtraTrees
03/10/2025;ITINGA DO MARANHAO;12;ExtraTrees
06/10/2025;ITINGA DO MARANHAO;20;ExtraTrees
07/10/2025;ITINGA DO MARANHAO;17;ExtraTrees
08/10/2025;ITINGA DO MARANHAO;16;ExtraTrees
09/10/2025;ITINGA DO MARANHAO;14;ExtraTrees
10/10/2025;ITINGA DO MARANHAO;12;ExtraTrees
13/10/2025;ITINGA DO MARANHAO;20;ExtraTrees
14/10/2025;ITINGA DO MARANHAO;15;ExtraTrees
15/10/2025;ITINGA DO MARANHAO;15;ExtraTrees
16/10/2025;ITINGA DO MARANHAO;14;ExtraTrees
17/10/2025;ITINGA DO MARANHAO;11;ExtraTrees
20/10/2025;ITINGA DO MARANHAO;20;ExtraTrees
21/10/2025;ITINGA DO MARANHAO;15;ExtraTrees
22/10/2025;ITINGA DO MARANHAO;15;ExtraTrees
23/10/2025;ITINGA DO MARANHAO;14;ExtraTrees
24/10/2025;ITINGA DO MARANHAO;11;ExtraTrees
27/10/2025;ITINGA DO MARANHAO;22;ExtraTrees
28/10/2025;ITINGA DO MARANHAO;17;ExtraTrees
29/10/2025;ITINGA DO MARANHAO;18;ExtraTrees
30/10/2025;ITINGA DO MARANHAO;16;ExtraTrees
31/10/2025;ITINGA DO MARANHAO;14;ExtraTrees
03/11/2025;ITINGA DO MARANHAO;18;ExtraTrees
04/11/2025;ITINGA DO MARANHAO;16;ExtraTrees
05/11/2025;ITINGA DO MARANHAO;16;ExtraTrees
06/11/2025;ITINGA DO MARANHAO;15;ExtraTrees
07/11/2025;ITINGA DO MARANHAO;13;ExtraTrees
10/11/2025;ITINGA DO MARANHAO;16;ExtraTrees
11/11/2025;ITINGA DO MARANHAO;14;ExtraTrees
12/11/2025;ITINGA DO MARANHAO;13;ExtraTrees
01/10/2025;JOAO LISBOA;26;RandomForest
02/10/2025;JOAO LISBOA;29;RandomForest
03/10/2025;JOAO LISBOA;28;RandomForest
06/10/2025;JOAO LISBOA;25;RandomForest
07/10/2025;JOAO LISBOA;30;RandomForest
08/10/2025;JOAO LISBOA;28;RandomForest
09/10/2025;JOAO LISBOA;26;RandomForest
10/10/2025;JOAO LISBOA;26;RandomForest
13/10/2025;JOAO LISBOA;28;RandomForest
14/10/2025;JOAO LISBOA;28;RandomForest
15/10/2025;JOAO LISBOA;25;RandomForest
16/10/2025;JOAO LISBOA;25;RandomForest
17/10/2025;JOAO LISBOA;25;RandomForest
20/10/2025;JOAO LISBOA;28;RandomForest
21/10/2025;JOAO LISBOA;28;RandomForest
22/10/2025;JOAO LISBOA;25;RandomForest
23/10/2025;JOAO LISBOA;25;RandomForest
24/10/2025;JOAO LISBOA;25;RandomForest
27/10/2025;JOAO LISBOA;32;RandomForest
28/10/2025;JOAO LISBOA;30;RandomForest
29/10/2025;JOAO LISBOA;32;RandomForest
30/10/2025;JOAO LISBOA;35;RandomForest
31/10/2025;JOAO LISBOA;34;RandomForest
03/11/2025;JOAO LISBOA;32;RandomForest
04/11/2025;JOAO LISBOA;31;RandomForest
05/11/2025;JOAO LISBOA;29;RandomForest
06/11/2025;JOAO LISBOA;24;RandomForest
07/11/2025;JOAO LISBOA;26;RandomForest
10/11/2025;JOAO LISBOA;28;RandomForest
11/11/2025;JOAO LISBOA;27;RandomForest
12/11/2025;JOAO LISBOA;25;RandomForest
01/10/2025;LAGO DA PEDRA;54;GradientBoosting
02/10/2025;LAGO DA PEDRA;53;GradientBoosting
03/10/2025;LAGO DA PEDRA;53;GradientBoosting
06/10/2025;LAGO DA PEDRA;57;GradientBoosting
07/10/2025;LAGO DA PEDRA;55;GradientBoosting
08/10/2025;LAGO DA PEDRA;51;GradientBoosting
09/10/2025;LAGO DA PEDRA;51;GradientBoosting
10/10/2025;LAGO DA PEDRA;51;GradientBoosting
13/10/2025;LAGO DA PEDRA;59;GradientBoosting
14/10/2025;LAGO DA PEDRA;55;GradientBoosting
15/10/2025;LAGO DA PEDRA;51;GradientBoosting
16/10/2025;LAGO DA PEDRA;51;GradientBoosting
17/10/2025;LAGO DA PEDRA;54;GradientBoosting
20/10/2025;LAGO DA PEDRA;64;GradientBoosting
21/10/2025;LAGO DA PEDRA;57;GradientBoosting
22/10/2025;LAGO DA PEDRA;53;GradientBoosting
23/10/2025;LAGO DA PEDRA;56;GradientBoosting
24/10/2025;LAGO DA PEDRA;55;GradientBoosting
27/10/2025;LAGO DA PEDRA;58;GradientBoosting
28/10/2025;LAGO DA PEDRA;62;GradientBoosting
29/10/2025;LAGO DA PEDRA;61;GradientBoosting
30/10/2025;LAGO DA PEDRA;58;GradientBoosting
31/10/2025;LAGO DA PEDRA;57;GradientBoosting
03/11/2025;LAGO DA PEDRA;57;GradientBoosting
04/11/2025;LAGO DA PEDRA;55;GradientBoosting
05/11/2025;LAGO DA PEDRA;49;GradientBoosting
06/11/2025;LAGO DA PEDRA;48;GradientBoosting
07/11/2025;LAGO DA PEDRA;47;GradientBoosting
10/11/2025;LAGO DA PEDRA;56;GradientBoosting
11/11/2025;LAGO DA PEDRA;55;GradientBoosting
12/11/2025;LAGO DA PEDRA;51;GradientBoosting
01/10/2025;MAIOBAO;98;RandomForest
02/10/2025;MAIOBAO;96;RandomForest
03/10/2025;MAIOBAO;106;RandomForest
06/10/2025;MAIOBAO;140;RandomForest
07/10/2025;MAIOBAO;125;RandomForest
08/10/2025;MAIOBAO;113;RandomForest
09/10/2025;MAIOBAO;115;RandomForest
10/10/2025;MAIOBAO;116;RandomForest
13/10/2025;MAIOBAO;141;RandomForest
14/10/2025;MAIOBAO;129;RandomForest
15/10/2025;MAIOBAO;117;RandomForest
16/10/2025;MAIOBAO;114;RandomForest
17/10/2025;MAIOBAO;111;RandomForest
20/10/2025;MAIOBAO;133;RandomForest
21/10/2025;MAIOBAO;128;RandomForest
22/10/2025;MAIOBAO;120;RandomForest
23/10/2025;MAIOBAO;117;RandomForest
24/10/2025;MAIOBAO;114;RandomForest
27/10/2025;MAIOBAO;135;RandomForest
28/10/2025;MAIOBAO;125;RandomForest
29/10/2025;MAIOBAO;116;RandomForest
30/10/2025;MAIOBAO;111;RandomForest
31/10/2025;MAIOBAO;104;RandomForest
03/11/2025;MAIOBAO;138;RandomForest
04/11/2025;MAIOBAO;126;RandomForest
05/11/2025;MAIOBAO;113;RandomForest
06/11/2025;MAIOBAO;110;RandomForest
07/11/2025;MAIOBAO;110;RandomForest
10/11/2025;MAIOBAO;141;RandomForest
11/11/2025;MAIOBAO;128;RandomForest
12/11/2025;MAIOBAO;118;RandomForest
01/10/2025;MATOES;4;LightGBM
02/10/2025;MATOES;4;LightGBM
03/10/2025;MATOES;4;LightGBM
06/10/2025;MATOES;4;LightGBM
07/10/2025;MATOES;4;LightGBM
08/10/2025;MATOES;4;LightGBM
09/10/2025;MATOES;3;LightGBM
10/10/2025;MATOES;3;LightGBM
13/10/2025;MATOES;3;LightGBM
14/10/2025;MATOES;3;LightGBM
15/10/2025;MATOES;3;LightGBM
16/10/2025;MATOES;4;LightGBM
17/10/2025;MATOES;3;LightGBM
20/10/2025;MATOES;3;LightGBM
21/10/2025;MATOES;4;LightGBM
22/10/2025;MATOES;4;LightGBM
23/10/2025;MATOES;4;LightGBM
24/10/2025;MATOES;3;LightGBM
27/10/2025;MATOES;4;LightGBM
28/10/2025;MATOES;4;LightGBM
29/10/2025;MATOES;4;LightGBM
30/10/2025;MATOES;4;LightGBM
31/10/2025;MATOES;4;LightGBM
03/11/2025;MATOES;4;LightGBM
04/11/2025;MATOES;4;LightGBM
05/11/2025;MATOES;4;LightGBM
06/11/2025;MATOES;4;LightGBM
07/11/2025;MATOES;3;LightGBM
10/11/2025;MATOES;3;LightGBM
11/11/2025;MATOES;3;LightGBM
12/11/2025;MATOES;3;LightGBM
01/10/2025;PARNARAMA;34;GradientBoosting
02/10/2025;PARNARAMA;28;GradientBoosting
03/10/2025;PARNARAMA;27;GradientBoosting
06/10/2025;PARNARAMA;36;GradientBoosting
07/10/2025;PARNARAMA;31;GradientBoosting
08/10/2025;PARNARAMA;26;GradientBoosting
09/10/2025;PARNARAMA;21;GradientBoosting
10/10/2025;PARNARAMA;21;GradientBoosting
